@relation kdd

@attribute attribution1 numeric
@attribute attribution2 numeric
@attribute attribution3 numeric
@attribute attribution4 numeric
@attribute attribution5 numeric
@attribute attribution6 numeric
@attribute attribution7 numeric
@attribute attribution8 numeric
@attribute attribution9 numeric
@attribute attribution10 numeric
@attribute attribution11 numeric
@attribute attribution12 numeric
@attribute attribution13 numeric
@attribute attribution14 numeric
@attribute class {0, 1}

@data
2.0,130.0,12.0,12.0,14.0,43.0,43.0,0.0,12.0,12.0,0.0,43.0,43.0,0.0,1
4.0,157.0,12.0,12.0,14.0,43.0,43.0,80.0,12.0,12.0,0.0,43.0,43.0,17.5,1
5.0,195.0,12.0,12.0,14.0,43.0,43.0,30.0,12.0,12.0,0.0,34.0,28.5,9.0,1
2.0,130.0,12.0,12.0,14.0,43.0,43.0,75.0,12.0,12.0,0.0,43.0,43.0,15.0,1
2.0,144.0,12.0,12.0,14.0,43.0,43.0,35.0,12.0,12.0,0.0,29.5,24.5,17.0,1
3.0,174.0,12.0,12.0,14.0,43.0,43.0,0.0,12.0,12.0,0.0,43.0,43.0,0.0,1
2.0,160.0,12.0,12.0,14.0,43.0,43.0,0.0,12.0,12.0,0.0,43.0,43.0,0.0,1
3.0,134.0,12.0,12.0,14.0,43.0,43.0,102.0,12.0,12.0,0.0,32.5,24.5,40.5,1
1.0,124.0,12.0,12.0,14.0,43.0,43.0,0.0,12.0,12.0,0.0,43.0,43.0,0.0,1
3.0,134.0,12.0,12.0,14.0,43.0,43.0,105.0,12.0,12.0,0.0,33.0,23.0,40.5,1
3.0,242.0,12.0,12.0,25.0,43.0,43.0,0.0,10.666666666666666,10.333333333333334,1.3333333333333333,43.0,43.0,0.0,1
2.0,68.0,12.0,12.0,0.0,43.0,43.0,0.0,12.0,12.0,0.0,43.0,43.0,0.0,1
2.0,160.0,12.0,12.0,14.0,43.0,43.0,0.0,12.0,12.0,0.0,43.0,43.0,0.0,1
4.0,156.0,12.0,12.0,14.0,43.0,43.0,54.0,12.0,12.0,0.0,43.0,43.0,4.5,1
4.0,156.0,12.0,12.0,14.0,43.0,43.0,54.0,12.0,12.0,0.0,43.0,43.0,4.5,1
2.0,160.0,12.0,12.0,14.0,43.0,43.0,111.0,12.0,12.0,0.0,33.5,24.5,43.5,1
5.0,165.0,12.0,12.0,14.0,43.0,43.0,0.0,12.0,12.0,0.0,43.0,43.0,0.0,1
1.0,62.0,12.0,12.0,0.0,43.0,43.0,0.0,12.0,12.0,0.0,43.0,43.0,0.0,0
1.0,62.0,12.0,12.0,0.0,43.0,43.0,0.0,12.0,12.0,0.0,43.0,43.0,0.0,0
1.0,62.0,12.0,12.0,0.0,43.0,43.0,0.0,12.0,12.0,0.0,43.0,43.0,0.0,0
1.0,62.0,12.0,12.0,0.0,43.0,43.0,0.0,12.0,12.0,0.0,43.0,43.0,0.0,0
3.0,28.0,11.0,11.0,13.0,32.0,32.0,80.0,11.0,11.0,0.0,22.5,17.5,32.5,1
3.0,26.0,11.0,11.0,13.0,32.0,32.0,53.0,11.0,11.0,0.0,21.5,17.5,21.5,1
4.0,26.0,11.0,11.0,13.0,32.0,32.0,89.0,11.0,11.0,0.0,23.0,17.5,36.5,1
5.0,32.0,11.0,11.0,13.0,32.0,32.0,79.0,11.0,11.0,0.0,20.5,17.0,35.0,1
2.0,24.0,11.0,11.0,10.0,32.0,32.0,0.0,9.0,8.5,2.0,32.0,32.0,0.0,1
3.0,28.0,11.0,11.0,13.0,32.0,32.0,80.0,11.0,11.0,0.0,22.5,17.5,32.5,0
3.0,26.0,11.0,11.0,13.0,32.0,32.0,53.0,11.0,11.0,0.0,21.5,17.5,21.5,0
4.0,26.0,11.0,11.0,13.0,32.0,32.0,89.0,11.0,11.0,0.0,23.0,17.5,36.5,0
5.0,32.0,11.0,11.0,13.0,32.0,32.0,79.0,11.0,11.0,0.0,20.5,17.0,35.0,0
1.0,10.0,11.0,11.0,0.0,32.0,32.0,0.0,11.0,11.0,0.0,32.0,32.0,0.0,0
2.0,24.0,11.0,11.0,10.0,32.0,32.0,0.0,9.0,8.5,2.0,32.0,32.0,0.0,0
2.0,10.0,16.0,16.0,18.0,18.0,18.0,125.0,16.0,16.0,0.0,18.0,18.0,52.5,1
2.0,11.0,16.0,16.0,18.0,18.0,18.0,0.0,16.0,16.0,0.0,18.0,18.0,0.0,1
2.0,6.0,16.0,16.0,0.0,18.0,18.0,0.0,16.0,16.0,0.0,18.0,18.0,0.0,0
2.0,6.0,16.0,16.0,0.0,18.0,18.0,0.0,16.0,16.0,0.0,18.0,18.0,0.0,0
1.0,112.0,14.0,14.0,16.0,36.0,36.0,0.0,14.0,14.0,0.0,36.0,36.0,0.0,1
2.0,120.0,14.0,14.0,16.0,36.0,36.0,0.0,13.5,11.5,0.5,36.0,36.0,0.0,1
2.0,124.0,14.0,14.0,16.0,36.0,36.0,68.0,13.5,11.5,0.5,29.0,23.5,26.5,1
2.0,140.0,14.0,14.0,16.0,36.0,36.0,0.0,13.5,11.5,0.5,36.0,36.0,0.0,1
5.0,190.0,14.0,14.0,16.0,36.0,36.0,51.0,14.0,14.0,0.0,34.0,23.5,9.0,1
3.0,170.0,14.0,14.0,16.0,36.0,36.0,77.0,14.0,14.0,0.0,34.0,23.5,22.0,1
3.0,170.0,14.0,14.0,16.0,36.0,36.0,0.0,14.0,14.0,0.0,36.0,36.0,0.0,1
4.0,178.0,14.0,14.0,16.0,36.0,36.0,55.0,14.0,14.0,0.0,27.0,23.5,21.5,1
4.0,182.0,14.0,14.0,16.0,36.0,36.0,0.0,13.5,11.5,0.5,36.0,36.0,0.0,1
3.0,170.0,14.0,14.0,16.0,36.0,36.0,0.0,14.0,14.0,0.0,36.0,36.0,0.0,1
5.0,190.0,14.0,14.0,16.0,36.0,36.0,0.0,13.5,11.5,0.5,36.0,36.0,0.0,1
2.0,124.0,14.0,14.0,16.0,36.0,36.0,49.0,14.0,14.0,0.0,25.5,20.5,18.0,1
4.0,178.0,14.0,14.0,16.0,36.0,36.0,55.0,14.0,14.0,0.0,27.0,23.5,21.5,1
2.0,142.0,14.0,14.0,16.0,36.0,36.0,0.0,13.5,11.5,0.5,36.0,36.0,0.0,1
2.0,124.0,14.0,14.0,16.0,36.0,36.0,0.0,14.0,14.0,0.0,36.0,36.0,0.0,1
1.0,112.0,14.0,14.0,16.0,36.0,36.0,50.0,13.5,11.5,0.5,25.0,20.5,19.0,1
3.0,170.0,14.0,14.0,16.0,36.0,36.0,111.0,14.0,14.0,0.0,29.5,21.5,43.5,1
3.0,170.0,14.0,14.0,16.0,36.0,36.0,0.0,14.0,14.0,0.0,36.0,36.0,0.0,1
2.0,124.0,14.0,14.0,16.0,36.0,36.0,49.0,13.5,11.5,0.5,25.5,20.5,18.0,1
3.0,132.0,14.0,14.0,16.0,36.0,36.0,0.0,13.5,11.5,0.5,36.0,36.0,0.0,1
1.0,112.0,14.0,14.0,16.0,36.0,36.0,0.0,13.5,11.5,0.5,36.0,36.0,0.0,1
3.0,132.0,14.0,14.0,16.0,36.0,36.0,82.0,13.5,11.5,0.5,29.0,23.5,32.5,1
3.0,132.0,14.0,14.0,16.0,36.0,36.0,0.0,13.5,11.5,0.5,36.0,36.0,0.0,1
3.0,170.0,14.0,14.0,16.0,36.0,36.0,64.0,13.5,11.5,0.5,30.5,23.5,22.5,1
3.0,170.0,14.0,14.0,16.0,36.0,36.0,64.0,13.5,11.5,0.5,32.5,23.5,17.0,1
1.0,112.0,14.0,14.0,16.0,36.0,36.0,54.0,13.5,11.5,0.5,27.5,23.5,20.0,1
4.0,182.0,14.0,14.0,16.0,36.0,36.0,0.0,14.0,14.0,0.0,36.0,36.0,0.0,1
3.0,154.0,14.0,14.0,16.0,36.0,36.0,61.0,13.5,11.5,0.5,26.5,23.5,25.0,1
2.0,62.0,14.0,14.0,0.0,36.0,36.0,0.0,14.0,14.0,0.0,36.0,36.0,0.0,0
2.0,62.0,14.0,14.0,0.0,36.0,36.0,0.0,14.0,14.0,0.0,36.0,36.0,0.0,0
2.0,62.0,14.0,14.0,0.0,36.0,36.0,0.0,14.0,14.0,0.0,36.0,36.0,0.0,0
1.0,56.0,14.0,14.0,0.0,36.0,36.0,0.0,14.0,14.0,0.0,36.0,36.0,0.0,0
2.0,60.0,14.0,14.0,0.0,36.0,36.0,0.0,14.0,14.0,0.0,36.0,36.0,0.0,0
3.0,66.0,14.0,14.0,0.0,36.0,36.0,0.0,14.0,14.0,0.0,36.0,36.0,0.0,0
3.0,66.0,14.0,14.0,0.0,36.0,36.0,0.0,14.0,14.0,0.0,36.0,36.0,0.0,0
2.0,60.0,14.0,14.0,0.0,36.0,36.0,0.0,14.0,14.0,0.0,36.0,36.0,0.0,0
2.0,62.0,14.0,14.0,0.0,36.0,36.0,0.0,14.0,14.0,0.0,36.0,36.0,0.0,0
4.0,86.0,14.0,14.0,16.0,32.0,32.0,50.0,13.5,11.0,0.5,32.0,32.0,8.0,1
5.0,94.0,14.0,14.0,16.0,32.0,32.0,66.0,13.5,11.0,0.5,25.5,21.0,23.5,1
1.0,44.0,14.0,14.0,16.0,32.0,32.0,0.0,13.5,11.0,0.5,32.0,32.0,0.0,1
5.0,94.0,14.0,14.0,16.0,32.0,32.0,0.0,13.5,11.0,0.5,32.0,32.0,0.0,1
4.0,86.0,14.0,14.0,16.0,32.0,32.0,0.0,13.5,11.0,0.5,32.0,32.0,0.0,1
6.0,118.0,14.0,14.0,16.0,32.0,32.0,88.0,13.5,11.0,0.5,25.5,21.0,34.0,1
3.0,82.0,14.0,14.0,16.0,32.0,32.0,0.0,13.5,11.0,0.5,32.0,32.0,0.0,1
1.0,44.0,14.0,14.0,16.0,32.0,32.0,0.0,14.0,14.0,0.0,32.0,32.0,0.0,1
8.0,126.0,14.0,14.0,16.0,32.0,32.0,0.0,13.5,11.0,0.5,32.0,32.0,0.0,1
5.0,94.0,14.0,14.0,16.0,32.0,32.0,0.0,13.5,11.0,0.5,32.0,32.0,0.0,1
5.0,94.0,14.0,14.0,16.0,32.0,32.0,90.0,13.5,11.0,0.5,25.5,21.0,35.0,1
1.0,22.0,14.0,14.0,0.0,32.0,32.0,0.0,14.0,14.0,0.0,32.0,32.0,0.0,0
1.0,22.0,14.0,14.0,0.0,32.0,32.0,0.0,14.0,14.0,0.0,32.0,32.0,0.0,0
2.0,6.0,15.0,15.0,17.0,16.0,16.0,21.0,15.0,15.0,0.0,11.0,9.0,9.0,1
1.0,2.0,15.0,15.0,0.0,16.0,16.0,0.0,15.0,15.0,0.0,16.0,16.0,0.0,0
5.0,12.0,15.0,15.0,0.0,16.0,16.0,0.0,15.0,15.0,0.0,16.0,16.0,0.0,0
2.0,6.0,15.0,15.0,0.0,16.0,16.0,0.0,15.0,15.0,0.0,16.0,16.0,0.0,0
5.0,12.0,15.0,15.0,0.0,16.0,16.0,0.0,15.0,15.0,0.0,16.0,16.0,0.0,0
2.0,5.0,15.0,15.0,0.0,16.0,16.0,0.0,15.0,15.0,0.0,16.0,16.0,0.0,0
2.0,5.0,15.0,15.0,0.0,16.0,16.0,0.0,15.0,15.0,0.0,16.0,16.0,0.0,0
5.0,12.0,15.0,15.0,0.0,16.0,16.0,0.0,15.0,15.0,0.0,16.0,16.0,0.0,0
5.0,11.0,15.0,15.0,0.0,16.0,16.0,0.0,15.0,15.0,0.0,16.0,16.0,0.0,0
2.0,83.0,3.0,2.0,11.0,0.0,0.0,0.0,3.0,2.0,11.0,0.0,0.0,0.0,1
2.0,125.0,14.0,14.0,16.0,0.0,0.0,89.0,14.0,14.0,0.0,0.0,0.0,89.0,1
3.0,67.0,14.0,14.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,1
3.0,111.0,14.0,14.0,16.0,0.0,0.0,58.0,14.0,14.0,0.0,0.0,0.0,58.0,1
3.0,98.0,14.0,14.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,1
2.0,101.0,14.0,14.0,16.0,0.0,0.0,98.0,14.0,14.0,0.0,0.0,0.0,98.0,1
3.0,142.0,14.0,14.0,16.0,0.0,0.0,78.0,14.0,14.0,0.0,0.0,0.0,78.0,1
3.0,93.0,14.0,14.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,1
3.0,100.0,3.0,2.0,11.0,0.0,0.0,0.0,3.0,2.0,11.0,0.0,0.0,0.0,1
3.0,100.0,3.0,2.0,11.0,0.0,0.0,0.0,3.0,2.0,11.0,0.0,0.0,0.0,1
3.0,140.0,14.0,14.0,16.0,0.0,0.0,78.0,14.0,14.0,0.0,0.0,0.0,78.0,1
3.0,93.0,3.0,2.0,11.0,0.0,0.0,0.0,3.0,2.0,11.0,0.0,0.0,0.0,1
2.0,83.0,14.0,14.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,1
4.0,150.0,14.0,14.0,16.0,0.0,0.0,78.0,14.0,14.0,0.0,0.0,0.0,78.0,1
2.0,101.0,14.0,14.0,16.0,0.0,0.0,58.0,14.0,14.0,0.0,0.0,0.0,58.0,1
2.0,125.0,14.0,14.0,16.0,0.0,0.0,75.0,14.0,14.0,0.0,0.0,0.0,75.0,1
4.0,76.0,14.0,14.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,1
4.0,76.0,14.0,14.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,1
3.0,67.0,14.0,14.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,1
3.0,110.0,14.0,14.0,16.0,0.0,0.0,66.0,14.0,14.0,0.0,0.0,0.0,66.0,1
3.0,98.0,3.0,2.0,11.0,0.0,0.0,0.0,3.0,2.0,11.0,0.0,0.0,0.0,1
3.0,129.0,14.0,14.0,11.0,0.0,0.0,0.0,8.5,8.0,5.5,0.0,0.0,0.0,1
4.0,146.0,14.0,14.0,16.0,0.0,0.0,78.0,14.0,14.0,0.0,0.0,0.0,78.0,1
4.0,115.0,3.0,2.0,11.0,0.0,0.0,0.0,3.0,2.0,11.0,0.0,0.0,0.0,1
2.0,125.0,14.0,14.0,11.0,0.0,0.0,86.0,11.0,10.5,3.0,0.0,0.0,86.0,1
3.0,140.0,14.0,14.0,16.0,0.0,0.0,86.0,14.0,14.0,0.0,0.0,0.0,86.0,1
3.0,102.0,14.0,14.0,16.0,0.0,0.0,51.0,14.0,14.0,0.0,0.0,0.0,51.0,1
2.0,83.0,3.0,2.0,11.0,0.0,0.0,0.0,3.0,2.0,11.0,0.0,0.0,0.0,1
2.0,125.0,14.0,14.0,16.0,0.0,0.0,78.0,14.0,14.0,0.0,0.0,0.0,78.0,1
3.0,110.0,14.0,14.0,16.0,0.0,0.0,66.0,14.0,14.0,0.0,0.0,0.0,66.0,1
3.0,61.0,14.0,14.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,1
3.0,109.0,14.0,14.0,16.0,0.0,0.0,51.0,14.0,14.0,0.0,0.0,0.0,51.0,1
3.0,93.0,14.0,14.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,1
1.0,42.0,14.0,14.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,1
3.0,140.0,14.0,14.0,16.0,0.0,0.0,70.0,14.0,14.0,0.0,0.0,0.0,70.0,1
3.0,98.0,3.0,2.0,11.0,0.0,0.0,0.0,3.0,2.0,11.0,0.0,0.0,0.0,1
4.0,157.0,14.0,14.0,16.0,0.0,0.0,83.0,14.0,14.0,0.0,0.0,0.0,83.0,1
4.0,108.0,14.0,14.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,1
5.0,128.0,14.0,14.0,16.0,0.0,0.0,51.0,14.0,14.0,0.0,0.0,0.0,51.0,1
3.0,94.0,3.0,2.0,11.0,0.0,0.0,0.0,3.0,2.0,11.0,0.0,0.0,0.0,1
3.0,109.0,14.0,14.0,16.0,0.0,0.0,74.0,14.0,14.0,0.0,0.0,0.0,74.0,1
1.0,42.0,14.0,14.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,0
1.0,42.0,14.0,14.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,0
2.0,2.0,15.0,15.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,1
1.0,3.0,15.0,15.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0
1.0,3.0,15.0,15.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0
1.0,3.0,15.0,15.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0
1.0,1.0,15.0,15.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0
1.0,3.0,15.0,15.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0
3.0,5.0,15.0,15.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0
1.0,3.0,15.0,15.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0
2.0,2.0,15.0,15.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0
2.0,38.0,16.0,16.0,13.0,0.0,0.0,0.0,13.0,12.5,3.0,0.0,0.0,0.0,1
2.0,19.0,16.0,16.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,1
2.0,38.0,16.0,16.0,13.0,0.0,0.0,0.0,13.0,12.5,3.0,0.0,0.0,0.0,1
6.0,47.0,16.0,16.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,1
2.0,19.0,16.0,16.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,1
2.0,37.0,16.0,16.0,13.0,0.0,0.0,0.0,9.5,9.0,6.5,0.0,0.0,0.0,1
6.0,47.0,16.0,16.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,1
2.0,19.0,16.0,16.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,1
3.0,49.0,16.0,16.0,13.0,0.0,0.0,108.0,13.0,12.5,3.0,0.0,0.0,108.0,1
2.0,21.0,16.0,16.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,1
2.0,37.0,16.0,16.0,12.0,0.0,0.0,0.0,9.5,9.0,6.5,0.0,0.0,0.0,1
6.0,63.0,16.0,16.0,18.0,0.0,0.0,113.0,16.0,16.0,0.0,0.0,0.0,113.0,1
3.0,30.0,16.0,16.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,1
4.0,52.0,16.0,16.0,13.0,0.0,0.0,0.0,13.0,12.5,3.0,0.0,0.0,0.0,1
2.0,38.0,16.0,16.0,13.0,0.0,0.0,0.0,13.0,12.5,3.0,0.0,0.0,0.0,1
2.0,38.0,16.0,16.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,0
2.0,114.0,13.0,13.0,0.0,10.0,10.0,0.0,13.0,13.0,0.0,10.0,10.0,0.0,1
3.0,103.0,13.0,13.0,15.0,10.0,10.0,95.0,13.0,13.0,0.0,8.5,6.5,43.5,1
3.0,124.0,13.0,13.0,0.0,10.0,10.0,0.0,13.0,13.0,0.0,10.0,10.0,0.0,1
2.0,114.0,13.0,13.0,0.0,10.0,10.0,0.0,13.0,13.0,0.0,10.0,10.0,0.0,1
3.0,109.0,13.0,13.0,15.0,10.0,10.0,0.0,13.0,13.0,0.0,10.0,10.0,0.0,1
3.0,107.0,13.0,13.0,15.0,10.0,10.0,31.0,13.0,13.0,0.0,7.0,6.0,12.5,1
3.0,118.0,13.0,13.0,0.0,10.0,10.0,0.0,13.0,13.0,0.0,10.0,10.0,0.0,1
1.0,56.0,13.0,13.0,15.0,10.0,10.0,81.0,13.0,13.0,0.0,10.0,8.5,34.5,1
8.0,137.0,13.0,13.0,11.0,10.0,10.0,0.0,10.5,10.0,2.5,10.0,10.0,0.0,1
2.0,99.0,13.0,13.0,15.0,10.0,10.0,0.0,13.0,13.0,0.0,10.0,10.0,0.0,1
3.0,118.0,13.0,13.0,0.0,10.0,10.0,0.0,13.0,13.0,0.0,10.0,10.0,0.0,1
3.0,104.0,13.0,13.0,15.0,10.0,10.0,113.0,13.0,13.0,0.0,8.5,6.0,52.5,1
3.0,108.0,13.0,13.0,11.0,10.0,10.0,0.0,10.5,10.0,2.5,10.0,10.0,0.0,1
2.0,99.0,13.0,13.0,15.0,10.0,10.0,90.0,13.0,13.0,0.0,9.5,7.0,39.5,1
2.0,114.0,13.0,13.0,0.0,10.0,10.0,0.0,13.0,13.0,0.0,10.0,10.0,0.0,1
4.0,129.0,13.0,13.0,0.0,10.0,10.0,0.0,13.0,13.0,0.0,10.0,10.0,0.0,1
2.0,99.0,13.0,13.0,15.0,10.0,10.0,0.0,13.0,13.0,0.0,10.0,10.0,0.0,1
5.0,116.0,13.0,13.0,25.0,10.0,10.0,0.0,8.0,7.333333333333333,5.333333333333333,10.0,10.0,0.0,1
3.0,123.0,13.0,13.0,0.0,10.0,10.0,0.0,13.0,13.0,0.0,10.0,10.0,0.0,1
1.0,28.0,13.0,13.0,0.0,10.0,10.0,0.0,13.0,13.0,0.0,10.0,10.0,0.0,1
2.0,114.0,13.0,13.0,0.0,10.0,10.0,0.0,13.0,13.0,0.0,10.0,10.0,0.0,1
7.0,147.0,13.0,13.0,0.0,10.0,10.0,0.0,13.0,13.0,0.0,10.0,10.0,0.0,1
2.0,61.0,13.0,13.0,15.0,10.0,10.0,0.0,13.0,13.0,0.0,10.0,10.0,0.0,1
3.0,103.0,13.0,13.0,15.0,10.0,10.0,95.0,13.0,13.0,0.0,8.5,6.5,43.5,0
2.0,71.0,13.0,13.0,0.0,10.0,10.0,0.0,13.0,13.0,0.0,10.0,10.0,0.0,0
2.0,71.0,13.0,13.0,0.0,10.0,10.0,0.0,13.0,13.0,0.0,10.0,10.0,0.0,0
2.0,71.0,13.0,13.0,0.0,10.0,10.0,0.0,13.0,13.0,0.0,10.0,10.0,0.0,0
2.0,71.0,13.0,13.0,0.0,10.0,10.0,0.0,13.0,13.0,0.0,10.0,10.0,0.0,0
2.0,71.0,13.0,13.0,0.0,10.0,10.0,0.0,13.0,13.0,0.0,10.0,10.0,0.0,0
4.0,27.0,11.0,11.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,1
7.0,42.0,11.0,11.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,1
7.0,41.0,11.0,11.0,13.0,0.0,0.0,123.0,11.0,11.0,0.0,0.0,0.0,123.0,1
5.0,31.0,11.0,11.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,1
4.0,31.0,11.0,11.0,13.0,0.0,0.0,123.0,11.0,11.0,0.0,0.0,0.0,123.0,1
4.0,18.0,11.0,11.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0
4.0,18.0,11.0,11.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0
1.0,4.0,24.0,24.0,12.0,0.0,0.0,0.0,17.0,17.0,7.0,0.0,0.0,0.0,1
1.0,4.0,24.0,24.0,12.0,0.0,0.0,0.0,17.0,17.0,7.0,0.0,0.0,0.0,1
4.0,5.0,24.0,24.0,0.0,0.0,0.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0,0
3.0,85.0,11.0,11.0,13.0,30.0,30.0,0.0,11.0,11.0,0.0,30.0,30.0,0.0,1
2.0,71.0,11.0,11.0,13.0,30.0,30.0,79.0,11.0,11.0,0.0,30.0,27.5,23.5,1
3.0,85.0,11.0,11.0,13.0,30.0,30.0,0.0,11.0,11.0,0.0,30.0,30.0,0.0,1
3.0,86.0,11.0,11.0,13.0,30.0,30.0,0.0,11.0,11.0,0.0,30.0,30.0,0.0,1
3.0,86.0,11.0,11.0,13.0,30.0,30.0,80.0,11.0,11.0,0.0,30.0,30.0,24.0,1
3.0,85.0,11.0,11.0,13.0,30.0,30.0,0.0,11.0,11.0,0.0,30.0,30.0,0.0,1
3.0,86.0,11.0,11.0,13.0,30.0,30.0,0.0,11.0,11.0,0.0,30.0,30.0,0.0,1
2.0,63.0,11.0,11.0,13.0,30.0,30.0,0.0,11.0,11.0,0.0,30.0,30.0,0.0,1
4.0,100.0,11.0,11.0,13.0,30.0,30.0,0.0,11.0,11.0,0.0,30.0,30.0,0.0,1
3.0,62.0,11.0,11.0,0.0,30.0,30.0,0.0,11.0,11.0,0.0,30.0,30.0,0.0,1
3.0,85.0,11.0,11.0,13.0,30.0,30.0,0.0,11.0,11.0,0.0,30.0,30.0,0.0,1
4.0,100.0,11.0,11.0,13.0,30.0,30.0,67.0,11.0,11.0,0.0,30.0,30.0,17.5,1
4.0,100.0,11.0,11.0,13.0,30.0,30.0,67.0,11.0,11.0,0.0,30.0,30.0,17.5,1
2.0,33.0,11.0,11.0,0.0,30.0,30.0,0.0,11.0,11.0,0.0,30.0,30.0,0.0,0
1.0,24.0,11.0,11.0,0.0,30.0,30.0,0.0,11.0,11.0,0.0,30.0,30.0,0.0,0
4.0,45.0,11.0,11.0,0.0,30.0,30.0,0.0,11.0,11.0,0.0,30.0,30.0,0.0,0
1.0,24.0,11.0,11.0,0.0,30.0,30.0,0.0,11.0,11.0,0.0,30.0,30.0,0.0,0
4.0,45.0,11.0,11.0,0.0,30.0,30.0,0.0,11.0,11.0,0.0,30.0,30.0,0.0,0
4.0,39.0,11.0,11.0,0.0,30.0,30.0,0.0,11.0,11.0,0.0,30.0,30.0,0.0,0
1.0,24.0,11.0,11.0,0.0,30.0,30.0,0.0,11.0,11.0,0.0,30.0,30.0,0.0,0
1.0,24.0,11.0,11.0,0.0,30.0,30.0,0.0,11.0,11.0,0.0,30.0,30.0,0.0,0
1.0,24.0,11.0,11.0,0.0,30.0,30.0,0.0,11.0,11.0,0.0,30.0,30.0,0.0,0
4.0,45.0,11.0,11.0,0.0,30.0,30.0,0.0,11.0,11.0,0.0,30.0,30.0,0.0,0
4.0,39.0,11.0,11.0,0.0,30.0,30.0,0.0,11.0,11.0,0.0,30.0,30.0,0.0,0
4.0,45.0,11.0,11.0,0.0,30.0,30.0,0.0,11.0,11.0,0.0,30.0,30.0,0.0,0
1.0,24.0,11.0,11.0,0.0,30.0,30.0,0.0,11.0,11.0,0.0,30.0,30.0,0.0,0
1.0,24.0,11.0,11.0,0.0,30.0,30.0,0.0,11.0,11.0,0.0,30.0,30.0,0.0,0
4.0,45.0,11.0,11.0,0.0,30.0,30.0,0.0,11.0,11.0,0.0,30.0,30.0,0.0,0
1.0,24.0,11.0,11.0,0.0,30.0,30.0,0.0,11.0,11.0,0.0,30.0,30.0,0.0,0
2.0,33.0,11.0,11.0,0.0,30.0,30.0,0.0,11.0,11.0,0.0,30.0,30.0,0.0,0
1.0,24.0,11.0,11.0,0.0,30.0,30.0,0.0,11.0,11.0,0.0,30.0,30.0,0.0,0
4.0,39.0,11.0,11.0,0.0,30.0,30.0,0.0,11.0,11.0,0.0,30.0,30.0,0.0,0
4.0,39.0,11.0,11.0,0.0,30.0,30.0,0.0,11.0,11.0,0.0,30.0,30.0,0.0,0
2.0,33.0,11.0,11.0,0.0,30.0,30.0,0.0,11.0,11.0,0.0,30.0,30.0,0.0,0
1.0,24.0,11.0,11.0,0.0,30.0,30.0,0.0,11.0,11.0,0.0,30.0,30.0,0.0,0
